payment_id,requested_at,organization_id,wallet_id,agent_id,agent_type,flow_type,use_case,counterparty_id,counterparty_type,county,town,rail,amount_kes,fee_kes,status,human_approval_required,risk_score,risk_reason,authorization_latency_ms,policy_version,wallet_balance_before_kes,wallet_balance_after_kes,invoice_id,decision_model
APY0004316,2026-05-20 20:44:06,ORG0078,WAL062,AGT0116,farm_supply_agent,A2B,School fee payment,CP0187,Contractor,Machakos,Machakos Town,M-Pesa B2C,1887.8,33.69,Completed,False,0.114,none,912,5,150540.72,148619.23,INV-79228,rules_engine_only
APY0004317,2026-05-08 16:40:30,ORG0158,WAL078,AGT0112,finance_ops_agent,A2B,SME invoice settlement,CP0153,Consumer,Uasin Gishu,Eldoret,M-Pesa B2C,15606.97,64.01,Completed,False,0.191,none,1107,5,338023.99,322353.01,,apm-kenya-v2
APY0004318,2026-01-07 18:35:26,ORG0031,WAL010,AGT0022,finance_ops_agent,A2B,Agritech produce purchase,CP0025,Clinic,Nairobi,Upper Hill,M-Pesa PayBill,3767.61,64.81,Completed,False,0.294,none,1136,5,245215.9,241383.48,,apm-kenya-v1
APY0004319,2026-06-06 07:58:50,ORG0082,WAL018,AGT0002,finance_ops_agent,A2B,Property maintenance,CP0065,Consumer,Mombasa,Likoni,Bank EFT,1178.2,31.47,Completed,False,0.374,none,1051,5,357065.19,355855.52,,rules_engine_only
APY0004320,2026-02-08 08:12:18,ORG0071,WAL019,AGT0107,travel_agent,A2B,Tour booking,CP0052,Merchant,Kajiado,Kitengela,M-Pesa PayBill,2966.81,35.68,Completed,False,0.119,none,1427,2,129988.21,126985.72,INV-39132,apm-kenya-v1
APY0004321,2026-07-09 13:32:46,ORG0153,WAL087,AGT0222,finance_ops_agent,A2B,Tour booking,CP0162,Merchant,Kisumu,Maseno,Bank EFT,4362.94,43.2,Completed,False,0.045,none,3916,2,74343.42,69937.28,,rules_engine_only
APY0004322,2026-03-08 09:25:45,ORG0171,WAL016,AGT0198,farm_supply_agent,A2B,School fee payment,CP0197,Consumer,Machakos,Mlolongo,M-Pesa PayBill,7859.89,136.26,Completed,False,0.144,none,967,3,101148.36,93152.21,,rules_engine_only
APY0004323,2026-02-12 11:35:51,ORG0164,WAL048,AGT0215,logistics_agent,A2B,Tour booking,CP0364,Consumer,Uasin Gishu,Eldoret,M-Pesa B2C,5604.47,96.75,Completed,False,0.103,none,120,4,254206.93,248505.71,INV-16722,apm-kenya-v2
APY0004324,2026-01-17 10:10:24,ORG0171,WAL064,AGT0007,property_manager_agent,A2B,Agritech produce purchase,CP0420,Merchant,Mombasa,Mtwapa,Airtel Money,7290.99,16.8,Failed,False,0.195,new_counterparty,3057,5,177791.78,177791.78,INV-24221,apm-kenya-v1
APY0004325,2026-02-26 21:16:23,ORG0098,WAL042,AGT0203,property_manager_agent,A2C,School fee payment,CP0131,School,Nyeri,Nyeri Town,M-Pesa B2C,1628.15,18.72,Completed,False,0.332,none,709,4,132781.75,131134.88,INV-11669,apm-kenya-v1
APY0004326,2026-07-16 10:52:00,ORG0151,WAL023,AGT0202,marketplace_agent,A2B,Agritech produce purchase,CP0315,Sacco,Nakuru,Nakuru Town,M-Pesa PayBill,5707.98,94.05,Completed,False,0.085,none,798,5,189804.59,184002.56,,apm-kenya-v1
APY0004327,2026-06-02 07:38:09,ORG0029,WAL012,AGT0123,farm_supply_agent,A2B,Property maintenance,CP0135,School,Nyeri,Karatina,M-Pesa B2C,1148.82,5,Completed,False,0.057,none,791,3,118510.23,117356.41,INV-39591,rules_engine_only
APY0004328,2026-06-12 08:39:13,ORG0130,WAL057,AGT0009,procurement_agent,A2B,SME invoice settlement,CP0091,Merchant,Kisumu,Milimani,M-Pesa PayBill,17068.59,107.2,Completed,False,0.093,none,801,2,62130.94,44955.15,INV-10114,apm-kenya-v2
APY0004329,2026-06-22 08:18:19,ORG0055,WAL083,AGT0166,procurement_agent,A2B,School fee payment,CP0257,School,Nairobi,Industrial Area,M-Pesa PayBill,5773.91,75.63,Completed,False,0.116,none,538,4,72710.18,66860.64,INV-34307,apm-kenya-v2
APY0004330,2026-05-01 15:13:08,ORG0079,WAL064,AGT0247,farm_supply_agent,A2B,Freelance data labelling,CP0261,Merchant,Kajiado,Kitengela,PesaLink,5086.34,44.58,Completed,False,0.226,none,2148,2,156755.57,151624.65,INV-62967,apm-kenya-v1
APY0004331,2026-04-30 15:04:54,ORG0135,WAL049,AGT0105,marketplace_agent,A2A,Property maintenance,CP0244,Consumer,Mombasa,Nyali,M-Pesa PayBill,3137.25,23.87,Completed,False,0.025,none,669,1,269076.47,265915.35,,apm-kenya-v2
APY0004332,2026-03-27 16:07:16,ORG0121,WAL062,AGT0084,farm_supply_agent,A2A,Logistics delivery,CP0342,Clinic,Nakuru,Naivasha,PesaLink,3204.21,55.85,Completed,False,0.097,none,1928,1,339766.89,336506.83,INV-55110,apm-kenya-v2
APY0004333,2026-02-25 18:21:35,ORG0119,WAL018,AGT0174,procurement_agent,A2B,Property maintenance,CP0276,School,Nairobi,Karen,M-Pesa B2C,2703.64,41.1,Completed,False,0.161,none,509,4,368639.41,365894.67,,rules_engine_only
APY0004334,2026-04-27 13:51:08,ORG0071,WAL001,AGT0225,finance_ops_agent,A2C,Market restocking,CP0237,Agent Service,Kajiado,Ngong,M-Pesa B2C,4870.79,25.94,Completed,False,0.238,none,896,4,379733.08,374836.35,INV-97584,apm-kenya-v1
APY0004335,2026-07-19 14:13:52,ORG0065,WAL071,AGT0132,farm_supply_agent,A2A,Property maintenance,CP0297,Contractor,Nairobi,Upper Hill,Bank EFT,4957.03,90.24,Completed,False,0.177,none,1707,1,68036.68,62989.41,INV-84874,apm-kenya-v2
APY0004336,2026-03-14 17:12:36,ORG0105,WAL051,AGT0081,logistics_agent,A2C,Clinic supplies,CP0263,Contractor,Kajiado,Kitengela,Bank EFT,14205.28,143.63,Completed,False,0.203,none,180,3,307823.75,293474.84,INV-15966,apm-kenya-v1
APY0004337,2026-03-03 13:25:06,ORG0043,WAL073,AGT0146,property_manager_agent,A2B,Property maintenance,CP0256,School,Kiambu,Limuru,M-Pesa B2C,2689.06,23.61,Completed,False,0.391,none,1276,4,257741.08,255028.41,,apm-kenya-v2
APY0004338,2026-04-12 22:15:52,ORG0081,WAL058,AGT0194,finance_ops_agent,A2B,Logistics delivery,CP0304,Agent Service,Kilifi,Kilifi Town,M-Pesa B2C,3320.42,14.59,Completed,False,0.123,none,1138,5,24801.14,21466.13,INV-93340,apm-kenya-v2
APY0004339,2026-04-10 03:22:59,ORG0031,WAL003,AGT0236,finance_ops_agent,A2B,Construction contractor,CP0389,Contractor,Nairobi,Industrial Area,M-Pesa B2C,3790.79,32.12,Completed,False,0.216,none,1314,1,298945.67,295122.76,,rules_engine_only
APY0004340,2026-03-18 21:03:11,ORG0142,WAL017,AGT0161,marketplace_agent,A2C,Agritech produce purchase,CP0004,School,Nairobi,Westlands,M-Pesa Till,1738.6,16.29,Completed,False,0.248,none,699,2,326018.95,324264.06,INV-41269,apm-kenya-v1
APY0004341,2026-01-30 16:56:02,ORG0052,WAL023,AGT0104,property_manager_agent,A2B,Agritech produce purchase,CP0365,Consumer,Meru,Meru Town,M-Pesa PayBill,1617.33,5,Completed,False,0.072,none,1329,2,181822.43,180200.1,INV-98532,apm-kenya-v1
APY0004342,2026-02-13 06:08:37,ORG0127,WAL041,AGT0157,finance_ops_agent,A2A,Agritech produce purchase,CP0109,School,Kakamega,Mumias,M-Pesa PayBill,2829.64,18.27,Completed,False,0.087,none,1600,3,58964.76,56116.85,,rules_engine_only
APY0004343,2026-05-24 09:57:59,ORG0145,WAL006,AGT0046,procurement_agent,A2C,Logistics delivery,CP0198,School,Meru,Timau,PesaLink,4009.93,66.54,Completed,False,0.479,new_counterparty,2619,5,14846.53,10770.06,INV-11533,rules_engine_only
APY0004344,2026-01-03 12:55:43,ORG0075,WAL066,AGT0092,procurement_agent,A2B,Property maintenance,CP0156,Sacco,Machakos,Machakos Town,M-Pesa PayBill,2334.76,41.64,Completed,False,0.36,none,649,2,204238.69,201862.29,INV-40073,apm-kenya-v2
APY0004345,2026-06-04 07:11:44,ORG0089,WAL012,AGT0045,travel_agent,A2B,Freelance data labelling,CP0034,Consumer,Mombasa,Likoni,M-Pesa B2C,1997.36,26.3,Reversed,False,0.259,kyb_pending,1362,1,318598.37,318598.37,,apm-kenya-v2
APY0004346,2026-03-19 19:35:58,ORG0120,WAL080,AGT0254,finance_ops_agent,A2C,Tour booking,CP0114,Sacco,Uasin Gishu,Eldoret,M-Pesa PayBill,11729.82,67.16,Completed,False,0.158,none,721,1,216030.09,204233.11,INV-67531,apm-kenya-v2
APY0004347,2026-07-06 08:40:14,ORG0128,WAL027,AGT0129,travel_agent,A2C,Freelance data labelling,CP0356,Merchant,Uasin Gishu,Eldoret,M-Pesa B2C,1844.14,20.5,Completed,False,0.255,none,1358,5,326663.32,324798.68,,apm-kenya-v1
APY0004348,2026-04-08 08:02:16,ORG0081,WAL046,AGT0092,procurement_agent,A2A,Property maintenance,CP0104,Agent Service,Uasin Gishu,Burnt Forest,PesaLink,3597.78,55.58,Completed,False,0.124,none,2068,5,59965.9,56312.54,INV-42543,rules_engine_only
APY0004349,2026-03-08 10:25:16,ORG0161,WAL072,AGT0165,travel_agent,A2C,Market restocking,CP0333,School,Nakuru,Gilgil,M-Pesa PayBill,2226.05,18.88,Completed,False,0.115,none,686,5,154756.2,152511.27,,apm-kenya-v1
APY0004350,2026-07-18 13:06:48,ORG0065,WAL002,AGT0106,finance_ops_agent,A2A,School fee payment,CP0349,Agent Service,Uasin Gishu,Eldoret,M-Pesa B2C,1528.9,17.08,Completed,False,0.272,none,1363,5,27247.11,25701.13,INV-60894,rules_engine_only
APY0004351,2026-04-21 08:35:59,ORG0050,WAL088,AGT0161,farm_supply_agent,A2B,Construction contractor,CP0254,Consumer,Meru,Timau,Stablecoin USDC,4636.02,41.03,Completed,False,0.129,none,111,4,257036.03,252358.98,INV-70365,apm-kenya-v1
APY0004352,2026-03-07 08:46:50,ORG0088,WAL015,AGT0130,procurement_agent,A2B,Tour booking,CP0414,Consumer,Mombasa,Likoni,M-Pesa Till,785.78,5,Completed,False,0.047,none,985,2,44857.3,44066.52,INV-15808,apm-kenya-v2
APY0004353,2026-03-31 07:31:54,ORG0172,WAL024,AGT0126,farm_supply_agent,A2B,Market restocking,CP0095,Consumer,Kisumu,Maseno,M-Pesa B2C,4466.62,58.5,Completed,False,0.163,none,630,1,324975.98,320450.86,,rules_engine_only
APY0004354,2026-01-05 22:19:37,ORG0136,WAL068,AGT0128,travel_agent,A2B,Tour booking,CP0088,Agent Service,Nairobi,Kilimani,PesaLink,1148.45,33.42,Completed,True,0.234,none,1144,5,295774.6,294592.73,INV-69117,apm-kenya-v1
APY0004355,2026-06-09 15:37:30,ORG0134,WAL057,AGT0200,property_manager_agent,A2C,Tour booking,CP0317,Agent Service,Nyeri,Nyeri Town,M-Pesa Till,1772.06,15.53,Completed,False,0.185,none,1523,1,20587.09,18799.5,INV-25241,apm-kenya-v1
APY0004356,2026-06-28 18:13:46,ORG0124,WAL068,AGT0003,farm_supply_agent,A2C,Market restocking,CP0060,Consumer,Machakos,Athi River,Airtel Money,7295.64,61.82,Completed,False,0.313,none,3148,2,395381.34,388023.88,INV-63112,apm-kenya-v1
APY0004357,2026-01-17 04:30:46,ORG0123,WAL068,AGT0106,travel_agent,A2B,Agritech produce purchase,CP0351,School,Nairobi,Karen,M-Pesa B2C,4838.71,47.42,Completed,False,0.272,none,1207,5,140208.65,135322.52,INV-20884,apm-kenya-v2
APY0004358,2026-03-13 15:25:26,ORG0083,WAL015,AGT0194,farm_supply_agent,A2C,Logistics delivery,CP0146,Sacco,Nyeri,Nyeri Town,M-Pesa PayBill,2642.73,41.66,Completed,False,0.156,none,1007,3,44367.95,41683.56,INV-78268,apm-kenya-v1
APY0004359,2026-07-11 10:36:32,ORG0117,WAL007,AGT0255,marketplace_agent,A2B,Freelance data labelling,CP0307,Sacco,Nakuru,Nakuru Town,Stablecoin USDC,3542.65,10.53,Completed,False,0.229,none,75,5,99801.52,96248.34,INV-80440,apm-kenya-v1
APY0004360,2026-07-14 11:54:46,ORG0065,WAL004,AGT0029,marketplace_agent,A2B,SME invoice settlement,CP0243,Consumer,Meru,Meru Town,M-Pesa Till,13626.99,146.7,Completed,False,0.219,none,532,2,366407.29,352633.6,,apm-kenya-v2
APY0004361,2026-05-11 16:44:36,ORG0098,WAL020,AGT0211,farm_supply_agent,A2A,Logistics delivery,CP0159,Sacco,Nyeri,Nyeri Town,M-Pesa Till,2106.61,31.42,Completed,False,0.04,none,920,2,285226.89,283088.86,,rules_engine_only
APY0004362,2026-03-19 16:18:20,ORG0078,WAL060,AGT0242,travel_agent,A2B,Agritech produce purchase,CP0127,Sacco,Nairobi,Westlands,M-Pesa PayBill,1254.3,5,Completed,False,0.25,none,1326,4,266342.94,265083.64,INV-28988,rules_engine_only
APY0004363,2026-04-12 13:51:23,ORG0038,WAL019,AGT0157,farm_supply_agent,A2C,SME invoice settlement,CP0393,Contractor,Meru,Timau,M-Pesa PayBill,8867.44,25.2,Completed,True,0.619,unusual_county,499,5,118729.28,109836.64,INV-92980,rules_engine_only
APY0004364,2026-01-09 10:26:04,ORG0019,WAL015,AGT0197,travel_agent,A2B,Agritech produce purchase,CP0016,School,Nakuru,Nakuru Town,PesaLink,3477.85,32.31,Completed,False,0.117,none,2901,2,48512.2,45002.04,INV-93503,rules_engine_only
APY0004365,2026-07-02 14:04:19,ORG0014,WAL047,AGT0051,marketplace_agent,A2B,Logistics delivery,CP0212,Sacco,Kakamega,Butere,M-Pesa Till,2099.66,10.61,Completed,False,0.31,none,774,3,338354.64,336244.37,INV-59559,apm-kenya-v2
APY0004366,2026-03-25 08:12:35,ORG0064,WAL066,AGT0189,finance_ops_agent,A2B,Market restocking,CP0243,Sacco,Machakos,Athi River,M-Pesa Till,1434.25,23.43,Completed,False,0.222,none,1103,2,231129.47,229671.79,INV-82332,apm-kenya-v2
APY0004367,2026-07-13 05:14:06,ORG0006,WAL058,AGT0117,procurement_agent,A2B,Market restocking,CP0344,Merchant,Kisumu,Milimani,Bank EFT,1975.04,50.21,Completed,False,0.374,none,2177,2,81502.84,79477.59,INV-29328,rules_engine_only
APY0004368,2026-02-18 08:06:19,ORG0179,WAL005,AGT0090,marketplace_agent,A2B,Clinic supplies,CP0111,Clinic,Mombasa,Likoni,M-Pesa PayBill,8646.58,78.04,Completed,False,0.09,none,1180,1,32607.32,23882.7,INV-35500,rules_engine_only
APY0004369,2026-04-04 14:35:46,ORG0060,WAL088,AGT0051,finance_ops_agent,A2B,Freelance data labelling,CP0296,Consumer,Machakos,Athi River,PesaLink,874.98,24.7,Completed,True,0.469,limit_exceeded,2447,1,196147.84,195248.16,INV-98040,apm-kenya-v2
APY0004370,2026-05-16 01:52:03,ORG0155,WAL050,AGT0206,marketplace_agent,A2A,Clinic supplies,CP0329,School,Nakuru,Gilgil,M-Pesa Till,10442.02,64.17,Completed,False,0.06,none,1323,4,192873.88,182367.69,INV-79034,rules_engine_only
APY0004371,2026-03-31 16:41:49,ORG0078,WAL057,AGT0192,marketplace_agent,A2C,SME invoice settlement,CP0276,Merchant,Uasin Gishu,Eldoret,Airtel Money,4000.6,25.09,Completed,False,0.089,none,1663,1,229130.06,225104.37,INV-49956,apm-kenya-v2
APY0004372,2026-07-30 04:24:58,ORG0031,WAL009,AGT0257,logistics_agent,A2B,Property maintenance,CP0191,School,Nairobi,Kilimani,M-Pesa B2C,4852.36,52.64,Completed,True,0.316,none,697,3,11784.23,6879.23,INV-77834,apm-kenya-v2
APY0004373,2026-03-09 16:35:49,ORG0171,WAL064,AGT0181,finance_ops_agent,A2C,Clinic supplies,CP0414,School,Nairobi,Westlands,M-Pesa B2C,4076.04,33.59,Completed,False,0.168,none,602,3,350765.37,346655.74,,apm-kenya-v2
APY0004374,2026-03-03 21:36:26,ORG0065,WAL014,AGT0224,farm_supply_agent,A2B,Freelance data labelling,CP0365,Contractor,Kakamega,Butere,Bank EFT,2579.67,29.13,Failed,False,0.123,limit_exceeded,3249,1,244231.69,244231.69,INV-80956,rules_engine_only
APY0004375,2026-05-20 11:14:49,ORG0131,WAL053,AGT0092,property_manager_agent,A2B,Logistics delivery,CP0314,Contractor,Nairobi,Industrial Area,M-Pesa PayBill,4903.4,22.79,Completed,False,0.129,none,1079,4,390873.42,385947.23,,rules_engine_only
APY0004376,2026-07-24 18:05:08,ORG0084,WAL040,AGT0047,travel_agent,A2B,Clinic supplies,CP0095,School,Nakuru,Nakuru Town,Bank EFT,4050.45,39.08,Completed,False,0.1,none,2094,2,169307.24,165217.71,,apm-kenya-v1
APY0004377,2026-05-17 19:13:28,ORG0016,WAL039,AGT0249,travel_agent,A2B,Construction contractor,CP0154,Merchant,Nakuru,Naivasha,M-Pesa PayBill,34193.8,233.52,Completed,False,0.359,none,671,4,199210.6,164783.28,INV-22604,rules_engine_only
APY0004378,2026-01-18 11:10:49,ORG0029,WAL011,AGT0009,marketplace_agent,A2C,Logistics delivery,CP0082,Merchant,Kisumu,Maseno,M-Pesa B2C,1894.06,24.27,Completed,False,0.169,none,1097,3,181062.81,179144.48,INV-68411,rules_engine_only
APY0004379,2026-06-17 06:22:34,ORG0051,WAL048,AGT0172,logistics_agent,A2A,Clinic supplies,CP0118,Merchant,Uasin Gishu,Burnt Forest,M-Pesa B2C,38732.54,364.79,Completed,False,0.482,kyb_pending,1072,3,201264.72,162167.39,INV-41868,apm-kenya-v1
APY0004380,2026-07-01 12:54:58,ORG0082,WAL058,AGT0116,marketplace_agent,A2B,Construction contractor,CP0190,Consumer,Kiambu,Kikuyu,M-Pesa Till,10894.52,51.41,Completed,False,0.067,none,1668,1,341983.48,331037.55,,rules_engine_only
APY0004381,2026-06-28 16:53:35,ORG0119,WAL035,AGT0165,procurement_agent,A2A,Agritech produce purchase,CP0097,School,Meru,Timau,M-Pesa Till,609.34,10.86,Completed,False,0.396,none,1018,5,281048.09,280427.89,INV-39475,apm-kenya-v1
APY0004382,2026-01-14 17:56:31,ORG0098,WAL029,AGT0217,finance_ops_agent,A2A,Tour booking,CP0173,Sacco,Nyeri,Othaya,M-Pesa B2C,1747.38,22.23,Completed,False,0.203,none,548,3,142850.2,141080.59,INV-84808,rules_engine_only
APY0004383,2026-03-12 18:11:57,ORG0109,WAL025,AGT0030,logistics_agent,A2B,Freelance data labelling,CP0008,Sacco,Mombasa,Mtwapa,M-Pesa Till,668.05,11.95,Completed,False,0.187,none,558,2,291947.51,291267.51,INV-40007,rules_engine_only
APY0004384,2026-06-28 12:36:48,ORG0141,WAL070,AGT0160,finance_ops_agent,A2A,Market restocking,CP0156,Contractor,Uasin Gishu,Burnt Forest,M-Pesa Till,1162.56,19.67,Reversed,False,0.197,mismatched_invoice,616,4,131237.69,131237.69,INV-38146,apm-kenya-v2
APY0004385,2026-03-16 09:13:32,ORG0020,WAL087,AGT0170,travel_agent,A2A,Tour booking,CP0038,Sacco,Nakuru,Naivasha,M-Pesa PayBill,926.53,10.28,Completed,False,0.245,none,808,3,44982.8,44045.99,INV-48443,apm-kenya-v2
APY0004386,2026-06-18 11:10:37,ORG0025,WAL024,AGT0247,logistics_agent,A2B,School fee payment,CP0135,Clinic,Nairobi,Industrial Area,M-Pesa B2C,1181.13,11.45,Completed,False,0.168,none,1059,4,366762.48,365569.9,INV-90490,apm-kenya-v2
APY0004387,2026-02-02 10:50:24,ORG0060,WAL006,AGT0131,logistics_agent,A2B,SME invoice settlement,CP0218,School,Nairobi,Kilimani,M-Pesa PayBill,3625.59,28.6,Completed,False,0.126,none,1219,3,155189.58,151535.39,INV-56139,rules_engine_only
APY0004388,2026-05-24 14:53:55,ORG0177,WAL073,AGT0022,marketplace_agent,A2B,Tour booking,CP0097,Merchant,Kajiado,Kiserian,Stablecoin USDC,1321.81,20.62,Completed,False,0.088,none,75,5,79092.49,77750.06,INV-20414,apm-kenya-v2
APY0004389,2026-06-02 11:36:23,ORG0077,WAL016,AGT0032,farm_supply_agent,A2A,Logistics delivery,CP0412,Agent Service,Machakos,Machakos Town,PesaLink,1853.37,45.03,Completed,True,0.494,unusual_county,2043,4,253099.53,251201.13,,apm-kenya-v2
APY0004390,2026-04-08 04:12:58,ORG0116,WAL081,AGT0227,logistics_agent,A2B,Tour booking,CP0141,Consumer,Kisumu,Maseno,Stablecoin USDC,1153.85,13.53,Completed,False,0.137,none,62,5,378741.6,377574.22,INV-32378,apm-kenya-v2
APY0004391,2026-04-01 16:52:32,ORG0018,WAL047,AGT0088,farm_supply_agent,A2A,Tour booking,CP0059,School,Uasin Gishu,Eldoret,M-Pesa B2C,3200.0,32.91,Completed,False,0.1,none,1274,1,173750.2,170517.29,,apm-kenya-v2
APY0004392,2026-01-12 14:20:59,ORG0008,WAL016,AGT0083,procurement_agent,A2B,Agritech produce purchase,CP0031,Agent Service,Kiambu,Kikuyu,M-Pesa B2C,12452.37,44.48,Completed,False,0.266,none,1130,3,19307.44,6810.59,INV-95227,apm-kenya-v1
APY0004393,2026-03-18 04:30:46,ORG0042,WAL045,AGT0172,property_manager_agent,A2B,Tour booking,CP0334,Sacco,Kiambu,Ruiru,Bank EFT,2161.94,38.43,Failed,False,0.212,duplicate_request,1517,5,374503.28,374503.28,INV-41894,apm-kenya-v1
APY0004394,2026-03-29 06:50:12,ORG0116,WAL041,AGT0040,procurement_agent,A2B,Clinic supplies,CP0323,Clinic,Nairobi,Westlands,PesaLink,3242.36,63.92,Completed,False,0.15,none,1625,4,259525.85,256219.57,,apm-kenya-v2
APY0004395,2026-04-21 18:52:40,ORG0089,WAL078,AGT0035,procurement_agent,A2B,Logistics delivery,CP0032,School,Nairobi,Upper Hill,Stablecoin USDC,1585.86,18.64,Completed,False,0.165,none,55,4,275943.23,274338.73,INV-19495,apm-kenya-v1
APY0004396,2026-06-28 13:20:43,ORG0056,WAL063,AGT0119,marketplace_agent,A2A,Freelance data labelling,CP0244,School,Kiambu,Ruiru,M-Pesa PayBill,2505.13,41.36,Needs Human Approval,False,0.342,mismatched_invoice,855,2,132805.86,130259.37,INV-30283,rules_engine_only
APY0004397,2026-01-01 17:08:23,ORG0030,WAL014,AGT0046,property_manager_agent,A2B,Construction contractor,CP0310,Consumer,Nairobi,Karen,Airtel Money,34156.32,243.04,Completed,False,0.194,none,2179,3,196741.42,162342.06,,rules_engine_only
APY0004398,2026-05-22 16:22:07,ORG0173,WAL059,AGT0146,property_manager_agent,A2A,Agritech produce purchase,CP0386,Sacco,Kakamega,Butere,PesaLink,2898.67,64.06,Completed,True,0.552,mismatched_invoice,2355,1,311832.9,308870.17,INV-31064,rules_engine_only
APY0004399,2026-02-13 11:00:31,ORG0076,WAL018,AGT0054,property_manager_agent,A2A,SME invoice settlement,CP0070,Contractor,Kisumu,Kondele,M-Pesa PayBill,20099.05,184.34,Completed,False,0.171,none,1188,5,373576.38,353292.99,,rules_engine_only
APY0004400,2026-03-24 03:21:38,ORG0093,WAL086,AGT0039,farm_supply_agent,A2A,Clinic supplies,CP0212,Agent Service,Kisumu,Milimani,M-Pesa B2C,5863.05,103.75,Completed,False,0.264,none,613,2,55828.69,49861.89,,apm-kenya-v1
APY0004401,2026-05-06 07:48:12,ORG0096,WAL018,AGT0233,procurement_agent,A2A,Agritech produce purchase,CP0050,Agent Service,Mombasa,Changamwe,M-Pesa PayBill,1813.48,27.34,Completed,False,0.31,none,1162,3,39766.97,37926.15,INV-25808,apm-kenya-v2
APY0004402,2026-05-23 16:47:28,ORG0089,WAL074,AGT0010,logistics_agent,A2B,Agritech produce purchase,CP0295,Consumer,Mombasa,Nyali,M-Pesa PayBill,802.94,12.2,Completed,False,0.202,none,595,2,380301.15,379486.01,INV-71997,apm-kenya-v2
APY0004403,2026-03-27 03:20:35,ORG0073,WAL058,AGT0155,marketplace_agent,A2B,Logistics delivery,CP0338,Clinic,Nairobi,Upper Hill,M-Pesa PayBill,4175.04,34.65,Completed,False,0.237,none,1260,5,177198.45,172988.76,INV-28107,apm-kenya-v1
APY0004404,2026-05-07 17:56:00,ORG0154,WAL007,AGT0003,procurement_agent,A2B,Clinic supplies,CP0203,Agent Service,Machakos,Mlolongo,M-Pesa Till,1711.49,14.57,Completed,False,0.145,none,1265,2,326553.43,324827.37,,rules_engine_only
APY0004405,2026-04-28 17:26:11,ORG0166,WAL036,AGT0020,travel_agent,A2C,Logistics delivery,CP0212,School,Uasin Gishu,Moi Bridge,M-Pesa PayBill,824.36,11.12,Needs Human Approval,False,0.232,new_counterparty,1138,1,341538.74,340703.26,INV-85318,rules_engine_only
APY0004406,2026-05-28 16:27:31,ORG0118,WAL079,AGT0114,farm_supply_agent,A2C,Market restocking,CP0174,Consumer,Kisumu,Milimani,Airtel Money,2355.71,21.7,Completed,False,0.077,none,2444,3,31213.88,28836.47,INV-22313,apm-kenya-v2
APY0004407,2026-06-08 19:05:22,ORG0166,WAL083,AGT0011,marketplace_agent,A2B,Construction contractor,CP0345,Consumer,Kajiado,Kitengela,M-Pesa Till,6260.92,48.52,Completed,False,0.793,new_counterparty,390,3,274029.69,267720.25,,rules_engine_only
APY0004408,2026-04-29 16:26:05,ORG0020,WAL075,AGT0217,property_manager_agent,A2C,Market restocking,CP0254,Consumer,Meru,Meru Town,M-Pesa PayBill,2262.19,10.63,Completed,False,0.031,none,477,1,163545.31,161272.49,INV-94726,rules_engine_only
APY0004409,2026-04-04 12:00:44,ORG0108,WAL035,AGT0100,logistics_agent,A2B,Agritech produce purchase,CP0001,Consumer,Nairobi,Upper Hill,M-Pesa Till,972.07,8.49,Completed,False,0.288,none,1297,4,29688.23,28707.67,INV-73886,apm-kenya-v1
APY0004410,2026-04-03 06:52:55,ORG0127,WAL003,AGT0120,property_manager_agent,A2C,Property maintenance,CP0347,Sacco,Meru,Timau,M-Pesa PayBill,5712.46,21.46,Failed,False,0.146,duplicate_request,1324,1,242007.65,242007.65,INV-72589,apm-kenya-v2
APY0004411,2026-04-16 09:22:46,ORG0148,WAL088,AGT0238,property_manager_agent,A2B,School fee payment,CP0093,Consumer,Kiambu,Ruiru,PesaLink,9427.3,85.77,Completed,False,0.205,none,445,3,377644.86,368131.79,INV-97938,rules_engine_only
APY0004412,2026-05-28 08:25:27,ORG0139,WAL056,AGT0081,finance_ops_agent,A2A,Construction contractor,CP0264,School,Meru,Meru Town,M-Pesa PayBill,3959.05,64.36,Flagged,False,0.393,duplicate_request,953,3,330724.4,330724.4,INV-60785,apm-kenya-v1
APY0004413,2026-07-22 09:18:01,ORG0025,WAL058,AGT0106,travel_agent,A2B,Freelance data labelling,CP0068,Agent Service,Nairobi,Upper Hill,M-Pesa PayBill,1883.44,29.71,Reversed,False,0.219,mismatched_invoice,1290,4,320233.19,320233.19,INV-34595,apm-kenya-v1
APY0004414,2026-02-03 20:05:59,ORG0154,WAL067,AGT0083,property_manager_agent,A2A,SME invoice settlement,CP0420,Clinic,Mombasa,Nyali,PesaLink,8180.56,89.31,Completed,False,0.19,none,1096,4,328695.36,320425.49,INV-11542,rules_engine_only
APY0004415,2026-01-04 14:19:04,ORG0074,WAL061,AGT0217,property_manager_agent,A2B,Agritech produce purchase,CP0210,Sacco,Kiambu,Limuru,M-Pesa B2C,3646.26,44.32,Reversed,False,0.144,mismatched_invoice,1198,1,162668.63,162668.63,INV-13220,apm-kenya-v1
APY0004416,2026-06-11 15:16:33,ORG0031,WAL054,AGT0215,marketplace_agent,A2A,Tour booking,CP0057,Consumer,Kisumu,Kondele,M-Pesa PayBill,2792.83,32.9,Completed,True,0.322,none,765,1,103908.36,101082.63,INV-79933,apm-kenya-v1
